pId	weight.kDa.	length	trypticCount	pI
IPI00652385	IPI00652385	30.29779622	268	12	8.19189453125
IPI00652386	IPI00652386	18.70091588	174	8	12.05908203125
IPI00652387	IPI00652387	11.87329193	109	6	12.08837890625
IPI00652388	IPI00652388	13.11569868	116	6	8.20654296875
IPI00652389	IPI00652389	54.64430126	461	26	9.80322265625
IPI00652391	IPI00652391	14.2190659	135	6	4.44970703125
IPI00652392	IPI00652392	20.37971476	179	10	6.66845703125
IPI00652393	IPI00652393	10.82079669	101	5	10.33056640625
IPI00652394	IPI00652394	101.98502325	925	73	8.67529296875
IPI00652395	IPI00652395	9.45980635	87	3	8.79248046875
IPI00652396	IPI00652396	105.98214831	977	44	4.97021484375
IPI00652397	IPI00652397	70.23759115	618	33	8.82177734375
IPI00652398	IPI00652398	38.29817157	341	20	8.32373046875
IPI00652399	IPI00652399	43.12427741	414	13	4.84326171875
IPI00652400	IPI00652400	37.63863809	335	17	8.73388671875
IPI00652401	IPI00652401	10.13088014	88	5	8.27978515625
IPI00652403	IPI00652403	10.06650575	94	5	11.12158203125
IPI00652405	IPI00652405	22.97825994	201	9	10.37451171875
IPI00652406	IPI00652406	10.54628952	96	5	6.35400390625
IPI00652407	IPI00652407	19.26450775	171	10	5.35107421875
IPI00652408	IPI00652408	8.64450491	76	7	10.53564453125
IPI00652409	IPI00652409	18.41637021	163	11	4.80517578125
IPI00652410	IPI00652410	32.43030791	319	18	12.51318359375
IPI00652411	IPI00652411	16.64524572	141	6	3.62451171875
IPI00652412	IPI00652412	19.48964372	183	9	12.76220703125
IPI00652413	IPI00652413	54.91125758	522	10	7.16650390625
IPI00652414	IPI00652414	25.30316015	229	12	5.18603515625
IPI00652415	IPI00652415	175.27362358	1618	85	6.26513671875
IPI00652416	IPI00652416	45.01966509	401	21	8.38232421875
IPI00652418	IPI00652418	44.70502381	401	26	5.41455078125
IPI00652419	IPI00652419	11.94969199	109	5	7.75244140625
IPI00652420	IPI00652420	11.86573721	121	3	4.52587890625
IPI00652421	IPI00652421	7.40485372	66	3	8.67529296875
IPI00652422	IPI00652422	7.30669691	62	4	6.87353515625
IPI00652423	IPI00652423	38.41943821	336	17	6.62451171875
IPI00652424	IPI00652424	40.15535737	356	18	9.24658203125
IPI00652425	IPI00652425	16.39939941	146	7	10.69677734375
IPI00652426	IPI00652426	22.0165872	209	13	10.78466796875
IPI00652427	IPI00652427	6.71536119	60	3	8.36767578125
IPI00652428	IPI00652428	55.82959127	515	29	6.43017578125
IPI00652429	IPI00652429	74.99531428	671	28	7.19580078125
IPI00652430	IPI00652430	20.4874737	188	13	7.13720703125
IPI00652431	IPI00652431	27.04404088	251	12	4.91943359375
IPI00652432	IPI00652432	15.16666842	132	7	10.40380859375
IPI00652433	IPI00652433	77.0037579	691	24	4.19580078125
IPI00652434	IPI00652434	6.09014585	53	3	7.25439453125
IPI00652435	IPI00652435	18.32938431	163	11	10.02294921875
IPI00652436	IPI00652436	41.69273067	375	21	4.99560546875
IPI00652437	IPI00652437	5.38972852	47	3	7.38623046875
IPI00652438	IPI00652438	37.68616658	337	14	5.65576171875
IPI00652440	IPI00652440	72.86725281	633	34	8.07470703125
IPI00652442	IPI00652442	13.32167924	117	6	9.65673828125
IPI00652444	IPI00652444	54.48481812	481	25	7.16650390625
IPI00652445	IPI00652445	42.95201903	379	19	5.80810546875
IPI00652446	IPI00652446	12.8165224	121	7	9.71533203125
IPI00652447	IPI00652447	31.31615175	290	10	6.34130859375
IPI00652448	IPI00652448	40.93676039	368	22	6.36669921875
IPI00652450	IPI00652450	114.2332973	1027	51	7.07861328125
IPI00652451	IPI00652451	17.38171729	154	8	9.21728515625
IPI00652452	IPI00652452	41.50636099	377	18	4.89404296875
IPI00652453	IPI00652453	20.54617669	190	10	5.63037109375
IPI00652454	IPI00652454	15.86355324	139	6	4.14501953125
IPI00652455	IPI00652455	13.40302582	127	8	4.83056640625
IPI00652456	IPI00652456	10.24817863	91	6	8.48486328125
IPI00652457	IPI00652457	21.37113395	198	10	6.10009765625
IPI00652458	IPI00652458	42.90301686	395	21	8.35302734375
IPI00652459	IPI00652459	42.38108492	371	23	6.22705078125
IPI00652460	IPI00652460	14.36061436	128	6	11.59033203125
IPI00652461	IPI00652461	9.41892768	79	4	6.91748046875
IPI00652462	IPI00652462	49.75651589	455	23	6.88818359375
IPI00652464	IPI00652464	14.17246998	122	9	9.07080078125
IPI00652465	IPI00652465	29.0126476	266	12	6.10009765625
IPI00652466	IPI00652466	17.02772884	166	9	11.38525390625
IPI00652467	IPI00652467	6.86539136	62	3	6.35400390625
IPI00652469	IPI00652469	66.0742227	591	33	7.95751953125
IPI00652470	IPI00652470	33.04471217	298	17	4.65283203125
IPI00652471	IPI00652471	66.52633172	582	30	5.45263671875
IPI00652472	IPI00652472	12.11695907	111	6	8.10400390625
IPI00652473	IPI00652473	19.8731614	192	13	11.57568359375
IPI00652474	IPI00652474	16.68962254	158	5	12.32275390625
IPI00652477	IPI00652477	55.868224	517	24	6.17626953125
IPI00652478	IPI00652478	37.0621373	315	18	6.68310546875
IPI00652479	IPI00652479	9.08575562	85	3	4.77978515625
IPI00652480	IPI00652480	68.22343571	611	35	5.46533203125
IPI00652481	IPI00652481	28.06952359	252	13	8.01611328125
IPI00652483	IPI00652483	18.59750391	162	10	5.04638671875
IPI00652484	IPI00652484	5.56278113	48	2	8.73388671875
IPI00652485	IPI00652485	24.78736347	217	16	7.91357421875
IPI00652486	IPI00652486	16.70322231	156	10	9.43701171875
IPI00652487	IPI00652487	11.60399407	100	7	10.24267578125
IPI00652488	IPI00652488	10.3331277	99	5	8.20654296875
IPI00652489	IPI00652489	61.90571654	539	35	9.43701171875
IPI00652490	IPI00652490	50.59602411	440	26	6.10009765625
IPI00652491	IPI00652491	30.93091591	282	15	9.77392578125
IPI00652492	IPI00652492	18.83012348	168	5	10.75537109375
IPI00652493	IPI00652493	31.33845915	287	16	4.56396484375
IPI00652494	IPI00652494	67.10313585	619	34	9.43701171875
IPI00652496	IPI00652496	13.91641441	132	6	8.83642578125
IPI00652498	IPI00652498	89.60377322	827	40	4.64013671875
IPI00652499	IPI00652499	16.37111974	134	4	11.70751953125
IPI00652500	IPI00652500	13.57396768	134	8	11.95654296875
IPI00652501	IPI00652501	13.34975961	118	10	8.95361328125
IPI00652502	IPI00652502	13.76585818	122	10	9.11474609375
IPI00652503	IPI00652503	15.09236809	133	7	8.20654296875
IPI00652504	IPI00652504	12.62567522	116	6	11.66357421875
IPI00652505	IPI00652505	9.16225893	80	4	7.91357421875
IPI00652506	IPI00652506	48.62157074	443	22	5.28759765625
IPI00652509	IPI00652509	14.69027524	132	6	6.74169921875
IPI00652511	IPI00652511	36.66766498	331	16	6.01123046875
IPI00652513	IPI00652513	14.46903858	129	7	8.73388671875
IPI00652514	IPI00652514	51.70313642	454	25	6.27783203125
IPI00652515	IPI00652515	14.70149138	137	7	7.56201171875
IPI00652516	IPI00652516	109.93993611	988	56	6.10009765625
IPI00652517	IPI00652517	26.91463995	225	9	7.85498046875
IPI00652518	IPI00652518	10.76500177	95	5	4.62744140625
IPI00652519	IPI00652519	13.54489103	121	8	8.19189453125
IPI00652520	IPI00652520	22.91163842	200	8	11.16552734375
IPI00652521	IPI00652521	54.80035481	494	30	6.02392578125
IPI00652522	IPI00652522	7.40750756	65	2	9.94970703125
IPI00652523	IPI00652523	20.78023992	192	13	9.14404296875
IPI00652525	IPI00652525	15.53866722	141	7	6.35400390625
IPI00652527	IPI00652527	26.10516679	232	13	8.19189453125
IPI00652528	IPI00652528	58.66839781	548	22	5.54150390625
IPI00652529	IPI00652529	39.00023533	357	16	9.92041015625
IPI00652530	IPI00652530	103.83488424	927	47	5.59228515625
IPI00652531	IPI00652531	10.51353525	90	3	8.17724609375
IPI00652532	IPI00652532	91.95619971	819	47	5.13525390625
IPI00652533	IPI00652533	2.53333772	23	1	10.84326171875
IPI00652534	IPI00652534	40.81470574	382	21	4.67822265625
IPI00652535	IPI00652535	39.2216572	352	18	7.70849609375
IPI00652536	IPI00652536	21.04551971	178	12	8.58740234375
IPI00652537	IPI00652537	22.67052308	199	10	8.67529296875
IPI00652538	IPI00652538	71.60014337	645	33	5.52880859375
IPI00652539	IPI00652539	12.08525733	113	6	10.71142578125
IPI00652540	IPI00652540	20.12550639	181	11	6.59521484375
IPI00652541	IPI00652541	110.51608092	961	55	5.54150390625
IPI00652542	IPI00652542	22.59475868	208	12	11.66357421875
IPI00652543	IPI00652543	15.90781376	149	11	11.67822265625
IPI00652544	IPI00652544	16.07731916	142	7	8.17724609375
IPI00652545	IPI00652545	31.71445302	281	13	7.66455078125
IPI00652546	IPI00652546	43.60344824	400	16	9.05615234375
IPI00652549	IPI00652549	59.35783909	554	21	8.23583984375
IPI00652550	IPI00652550	7.88193037	72	4	10.15478515625
IPI00652551	IPI00652551	11.81496745	110	3	4.52587890625
IPI00652553	IPI00652553	13.025235	114	5	5.52880859375
IPI00652554	IPI00652554	42.05995558	360	21	5.99853515625
IPI00652555	IPI00652555	19.40605109	177	10	10.31591796875
IPI00652556	IPI00652556	22.12359735	204	14	12.08837890625
IPI00652557	IPI00652557	12.69375044	111	5	10.34521484375
IPI00652558	IPI00652558	12.71472145	115	6	10.24267578125
IPI00652559	IPI00652559	14.98347437	143	8	8.03076171875
IPI00652561	IPI00652561	14.28714974	133	7	8.95361328125
IPI00652562	IPI00652562	36.42427028	326	16	5.49072265625
IPI00652563	IPI00652563	36.16080117	334	15	9.77392578125
IPI00652564	IPI00652564	16.66779433	156	8	12.55712890625
IPI00652565	IPI00652565	36.35466388	319	19	7.72314453125
IPI00652566	IPI00652566	297.04970265	2654	136	5.96044921875
IPI00652567	IPI00652567	12.85383664	115	6	10.68212890625
IPI00652568	IPI00652568	16.59084133	143	8	10.43310546875
IPI00652570	IPI00652570	12.33225127	114	8	11.53173828125
IPI00652571	IPI00652571	42.24114399	383	24	8.16259765625
IPI00652573	IPI00652573	33.19854584	291	16	7.31298828125
IPI00652574	IPI00652574	2.60522792	23	2	11.25341796875
IPI00652575	IPI00652575	9.00669861	75	4	8.17724609375
IPI00652579	IPI00652579	21.67132039	204	12	11.37060546875
IPI00652580	IPI00652580	208.98205609	1847	97	6.18896484375
IPI00652581	IPI00652581	8.33435991	73	5	8.20654296875
IPI00652582	IPI00652582	111.19095195	976	61	6.49365234375
IPI00652584	IPI00652584	13.48381907	124	6	6.45556640625
IPI00652585	IPI00652585	16.1757152	152	8	12.36669921875
IPI00652586	IPI00652586	11.46965182	101	5	6.49365234375
IPI00652587	IPI00652587	19.67440579	186	14	12.58642578125
IPI00652588	IPI00652588	20.15953401	180	7	4.06884765625
IPI00652589	IPI00652589	12.04308216	108	6	8.89501953125
IPI00652590	IPI00652590	54.97233487	494	31	7.56201171875
IPI00652591	IPI00652591	13.78219751	121	5	10.94580078125
IPI00652592	IPI00652592	11.52878333	108	4	8.48486328125
IPI00652593	IPI00652593	80.79224917	708	34	6.32861328125
IPI00652594	IPI00652594	11.29178194	104	4	8.35302734375
IPI00652595	IPI00652595	9.69585189	88	5	7.75244140625
IPI00652596	IPI00652596	93.28206782	833	44	9.43701171875
IPI00652597	IPI00652597	11.68362158	104	9	8.01611328125
IPI00652598	IPI00652598	14.60485246	140	7	12.54248046875
IPI00652599	IPI00652599	17.8849786	164	9	8.61669921875
IPI00652601	IPI00652601	16.99387137	153	6	10.59423828125
IPI00652602	IPI00652602	9.04322318	81	4	4.39892578125
IPI00652605	IPI00652605	44.64781666	399	24	6.56591796875
IPI00652606	IPI00652606	21.43364533	193	13	6.11279296875
IPI00652607	IPI00652607	13.46603915	121	5	4.58935546875
IPI00652608	IPI00652608	25.08345774	234	12	8.52880859375
IPI00652609	IPI00652609	4.41733008	41	2	5.23681640625
IPI00652610	IPI00652610	55.84776791	518	21	4.84326171875
IPI00652611	IPI00652611	5.8338023	51	4	9.17333984375
IPI00652613	IPI00652613	21.13375633	198	7	8.48486328125
IPI00652614	IPI00652614	6.33939256	60	3	4.67822265625
IPI00652615	IPI00652615	18.45538052	181	10	10.60888671875
IPI00652616	IPI00652616	10.44216601	87	4	5.26220703125
IPI00652617	IPI00652617	20.32231002	192	10	8.30908203125
IPI00652618	IPI00652618	11.03903552	96	5	10.53564453125
IPI00652619	IPI00652619	9.88834032	89	5	11.94189453125
IPI00652620	IPI00652620	14.1913561	129	6	8.67529296875
IPI00652621	IPI00652621	7.34151476	68	5	4.39892578125
IPI00652622	IPI00652622	15.20882877	136	8	12.23486328125
IPI00652623	IPI00652623	18.63219137	169	10	5.16064453125
IPI00652624	IPI00652624	17.88529776	156	5	9.08544921875
IPI00652625	IPI00652625	3.98200388	33	1	7.19580078125
IPI00652626	IPI00652626	14.62814867	135	7	6.99072265625
IPI00652628	IPI00652628	11.54609675	97	6	10.40380859375
IPI00652631	IPI00652631	10.82935673	92	3	6.06201171875
IPI00652632	IPI00652632	108.60571654	975	50	5.18603515625
IPI00652633	IPI00652633	12.00363999	111	7	9.04150390625
IPI00652634	IPI00652634	127.38703244	1135	66	7.32763671875
IPI00652635	IPI00652635	59.32558564	535	31	6.27783203125
IPI00652636	IPI00652636	11.39076405	97	4	8.07470703125
IPI00652637	IPI00652637	30.6791355	276	5	5.18603515625
IPI00652638	IPI00652638	16.62779797	164	9	11.88330078125
IPI00652639	IPI00652639	5.21146501	45	3	7.03466796875
IPI00652640	IPI00652640	11.10951974	103	5	8.07470703125
IPI00652642	IPI00652642	15.87909434	142	6	7.63525390625
IPI00652644	IPI00652644	24.44958609	213	12	5.18603515625
IPI00652645	IPI00652645	20.15626222	189	11	9.39306640625
IPI00652646	IPI00652646	12.5581419	107	5	8.32373046875
IPI00652648	IPI00652648	1.1394619	10	1	3.43408203125
IPI00652649	IPI00652649	47.2952879	427	19	4.99560546875
IPI00652650	IPI00652650	7.06946411	62	3	4.61474609375
IPI00652651	IPI00652651	23.34988593	207	12	9.40771484375
IPI00652652	IPI00652652	111.07216286	1000	54	6.36669921875
IPI00652653	IPI00652653	49.75652886	424	26	4.89404296875
IPI00652654	IPI00652654	13.16186699	117	6	11.85400390625
IPI00652655	IPI00652655	13.70099836	127	8	8.00146484375
IPI00652656	IPI00652656	13.77690524	131	3	5.55419921875
IPI00652657	IPI00652657	6.18209482	53	3	6.06201171875
IPI00652659	IPI00652659	63.58111415	584	36	10.37451171875
IPI00652660	IPI00652660	95.86777741	854	48	9.15869140625
IPI00652662	IPI00652662	21.47938177	187	3	10.50634765625
IPI00652664	IPI00652664	70.747422	631	37	10.22802734375
IPI00652665	IPI00652665	11.8171294	100	6	10.72607421875
IPI00652666	IPI00652666	19.43922471	177	12	9.77392578125
IPI00652667	IPI00652667	26.77722797	241	11	7.73779296875
IPI00652668	IPI00652668	18.64798672	177	9	10.91650390625
IPI00652669	IPI00652669	23.21981699	201	11	9.26123046875
IPI00652670	IPI00652670	11.3117503	102	6	8.35302734375
IPI00652671	IPI00652671	18.13418028	168	7	8.36767578125
IPI00652672	IPI00652672	5.84109793	54	3	8.20654296875
IPI00652673	IPI00652673	83.32124779	730	46	8.57275390625
IPI00652674	IPI00652674	47.65124489	426	20	5.98583984375
IPI00652675	IPI00652675	37.26913123	338	21	6.26513671875
IPI00652676	IPI00652676	48.80619994	445	25	7.72314453125
IPI00652677	IPI00652677	9.48747667	85	5	5.32568359375
IPI00652678	IPI00652678	5.09145955	48	3	10.25732421875
IPI00652679	IPI00652679	30.43443458	277	14	8.10400390625
IPI00652680	IPI00652680	14.56436385	128	8	10.91650390625
IPI00652681	IPI00652681	13.13683639	124	9	10.69677734375
IPI00652682	IPI00652682	8.75852793	74	6	8.57275390625
IPI00652683	IPI00652683	29.30608054	282	15	4.19580078125
IPI00652684	IPI00652684	9.25785594	81	3	10.82861328125
IPI00652685	IPI00652685	15.3136704	142	8	8.38232421875
IPI00652687	IPI00652687	28.77583312	254	10	7.92822265625
IPI00652688	IPI00652688	11.16078597	100	5	8.19189453125
IPI00652689	IPI00652689	31.5306353	277	14	8.41162109375
IPI00652690	IPI00652690	6.35636912	57	2	8.20654296875
IPI00652691	IPI00652691	11.48473173	106	7	11.95654296875
IPI00652692	IPI00652692	34.58984945	309	19	6.97607421875
IPI00652693	IPI00652693	14.2321812	128	9	8.48486328125
IPI00652694	IPI00652694	60.66233821	530	35	8.67529296875
IPI00652696	IPI00652696	11.62694101	105	8	10.12548828125
IPI00652697	IPI00652697	14.54900686	134	7	5.97314453125
IPI00652698	IPI00652698	18.49947288	168	10	9.46630859375
IPI00652699	IPI00652699	13.80508849	127	6	11.12158203125
IPI00652700	IPI00652700	7.64402038	69	4	10.35986328125
IPI00652701	IPI00652701	6.69545649	59	3	5.37646484375
IPI00652702	IPI00652702	56.29963432	514	27	8.42626953125
IPI00652703	IPI00652703	6.49751542	54	3	10.28662109375
IPI00652704	IPI00652704	9.16774629	78	5	7.91357421875
IPI00652706	IPI00652706	5.88593327	48	1	4.25927734375
IPI00652707	IPI00652707	12.81871153	112	4	7.22509765625
IPI00652708	IPI00652708	52.10034141	470	21	6.07470703125
IPI00652709	IPI00652709	14.0713157	142	4	12.32275390625
IPI00652710	IPI00652710	39.56884487	349	21	9.70068359375
IPI00652713	IPI00652713	11.5326159	109	5	5.22412109375
IPI00652714	IPI00652714	9.51774494	84	3	8.03076171875
IPI00652715	IPI00652715	56.78823245	510	26	8.58740234375
IPI00652717	IPI00652717	16.06436074	138	8	10.90185546875
IPI00652718	IPI00652718	15.30568682	132	5	7.07861328125
IPI00652719	IPI00652719	24.56839805	221	14	7.66455078125
IPI00652720	IPI00652720	36.74147557	322	16	9.39306640625
IPI00652721	IPI00652721	11.27334757	110	4	7.63525390625
IPI00652722	IPI00652722	69.34738833	629	33	7.47412109375
IPI00652723	IPI00652723	40.17011603	383	18	7.63525390625
IPI00652724	IPI00652724	20.63807112	175	8	6.94677734375
IPI00652726	IPI00652726	10.57121499	93	2	7.47412109375
IPI00652727	IPI00652727	91.73956184	895	41	4.34814453125
IPI00652728	IPI00652728	48.28756649	440	17	6.68310546875
IPI00652729	IPI00652729	56.87751246	511	28	7.98681640625
IPI00652730	IPI00652730	11.59777373	103	5	9.93505859375
IPI00652731	IPI00652731	71.79117908	657	33	6.81494140625
IPI00652732	IPI00652732	13.6789918	121	6	6.62451171875
IPI00652733	IPI00652733	41.08400073	382	20	10.24267578125
IPI00652734	IPI00652734	40.36422244	375	19	8.41162109375
IPI00652735	IPI00652735	23.39697797	213	12	7.19580078125
IPI00652736	IPI00652736	185.6495502	1638	88	5.94775390625
IPI00652737	IPI00652737	44.2276417	391	20	5.65576171875
IPI00652738	IPI00652738	72.66434169	643	37	8.73388671875
IPI00652739	IPI00652739	31.89514647	288	16	4.51318359375
IPI00652740	IPI00652740	16.88057689	147	8	8.03076171875
IPI00652741	IPI00652741	1.06448489	9	1	3.57373046875
IPI00652742	IPI00652742	38.82173169	342	19	8.42626953125
IPI00652743	IPI00652743	9.61574936	84	2	8.64599609375
IPI00652744	IPI00652744	4.48611999	40	3	8.20654296875
IPI00652745	IPI00652745	30.6497168	283	13	11.25341796875
IPI00652746	IPI00652746	50.7213004	458	27	5.90966796875
IPI00652747	IPI00652747	37.43855159	332	18	8.96826171875
IPI00652749	IPI00652749	55.22486613	509	32	5.69384765625
IPI00652750	IPI00652750	54.39074493	509	29	10.59423828125
IPI00652751	IPI00652751	109.4859995	960	53	6.74169921875
IPI00652752	IPI00652752	13.20075925	118	8	7.76708984375
IPI00652753	IPI00652753	66.57106128	584	30	10.41845703125
IPI00652754	IPI00652754	10.88657245	98	4	10.06689453125
IPI00652755	IPI00652755	18.90614386	170	7	4.72900390625
IPI00652756	IPI00652756	92.6167845	807	39	4.74169921875
IPI00652757	IPI00652757	15.60667421	138	9	4.99560546875
IPI00652758	IPI00652758	57.09168053	516	27	4.58935546875
IPI00652759	IPI00652759	7.85413072	75	5	9.68603515625
IPI00652760	IPI00652760	44.88060207	392	20	7.69384765625
IPI00652763	IPI00652763	44.87849202	385	23	8.74853515625
IPI00652764	IPI00652764	9.77899747	85	2	7.00537109375
IPI00652765	IPI00652765	54.96004407	495	28	8.95361328125
IPI00652766	IPI00652766	29.81702647	274	14	11.03369140625
IPI00652767	IPI00652767	49.30539618	468	25	9.92041015625
IPI00652768	IPI00652768	12.86751431	112	4	10.66748046875
IPI00652770	IPI00652770	40.84869742	378	18	5.77001953125
IPI00652771	IPI00652771	66.25165536	596	31	9.96435546875
IPI00652772	IPI00652772	57.24245784	499	29	5.41455078125
IPI00652773	IPI00652773	17.53978913	156	9	12.55712890625
IPI00652774	IPI00652774	8.93446696	80	3	8.03076171875
IPI00652776	IPI00652776	21.29854761	197	10	7.28369140625
IPI00652777	IPI00652777	8.63770689	79	4	8.66064453125
IPI00652778	IPI00652778	46.26738278	399	23	7.63525390625
IPI00652779	IPI00652779	13.83000062	130	7	8.48486328125
IPI00652780	IPI00652780	18.53156093	179	10	5.02099609375
IPI00652781	IPI00652781	38.01828027	337	20	6.71240234375
IPI00652782	IPI00652782	84.99453357	790	36	5.12255859375
IPI00652783	IPI00652783	14.01059028	123	9	9.46630859375
IPI00652784	IPI00652784	63.47890926	564	29	5.77001953125
IPI00652785	IPI00652785	12.31016348	110	8	8.57275390625
IPI00652786	IPI00652786	23.85018282	216	10	7.60595703125
IPI00652787	IPI00652787	11.5985045	111	6	6.62451171875
IPI00652788	IPI00652788	8.0431988	72	4	6.02392578125
IPI00652789	IPI00652789	13.45506598	123	7	6.53662109375
IPI00652790	IPI00652790	14.22496492	130	5	8.64599609375
IPI00652791	IPI00652791	13.43371014	124	6	7.84033203125
IPI00652792	IPI00652792	14.53216392	122	9	8.95361328125
IPI00652793	IPI00652793	11.92539493	111	3	4.19580078125
IPI00652794	IPI00652794	50.33242387	446	25	7.76708984375
IPI00652795	IPI00652795	12.42119748	108	7	8.20654296875
IPI00652796	IPI00652796	18.16113057	169	8	8.20654296875
IPI00652798	IPI00652798	38.95806773	354	22	8.20654296875
IPI00652799	IPI00652799	82.34115066	736	42	10.37451171875
IPI00652800	IPI00652800	6.5171655	58	1	5.12255859375
IPI00652801	IPI00652801	71.29026393	633	34	4.98291015625
IPI00652802	IPI00652802	88.9479039	804	39	7.81103515625
IPI00652804	IPI00652804	55.21646816	492	23	8.11865234375
IPI00652805	IPI00652805	3.92004473	34	2	7.13720703125
IPI00652806	IPI00652806	77.71564858	676	41	4.99560546875
IPI00652807	IPI00652807	25.89590078	239	9	4.88134765625
IPI00652808	IPI00652808	13.99720276	121	7	10.31591796875
IPI00652809	IPI00652809	13.76577996	129	5	5.64306640625
IPI00652810	IPI00652810	84.59896867	760	51	5.22412109375
IPI00652811	IPI00652811	40.24169205	355	23	9.46630859375
IPI00652812	IPI00652812	9.08332526	84	5	7.73779296875
IPI00652813	IPI00652813	259.94751081	2361	123	5.46533203125
IPI00652814	IPI00652814	11.7911705	103	6	10.06689453125
IPI00652817	IPI00652817	28.40416313	255	14	9.84716796875
IPI00652818	IPI00652818	14.08753064	124	9	9.78857421875
IPI00652820	IPI00652820	8.06535315	69	4	9.43701171875
IPI00652821	IPI00652821	12.04496568	115	7	8.76318359375
IPI00652823	IPI00652823	49.56450098	453	18	6.40478515625
IPI00652824	IPI00652824	6.3552931	57	3	8.36767578125
IPI00652825	IPI00652825	18.30588096	180	10	5.73193359375
IPI00652828	IPI00652828	27.57268077	248	14	6.11279296875
IPI00652829	IPI00652829	13.02982641	116	7	8.19189453125
IPI00652830	IPI00652830	19.55075633	168	7	8.41162109375
IPI00652831	IPI00652831	32.84964825	271	12	10.90185546875
IPI00652833	IPI00652833	38.97955959	351	12	8.73388671875
IPI00652834	IPI00652834	30.64437381	264	13	6.27783203125
IPI00652836	IPI00652836	14.6787157	135	3	7.16650390625
IPI00652838	IPI00652838	14.57762131	134	8	12.23486328125
IPI00652840	IPI00652840	13.37107749	117	6	10.09619140625
IPI00652841	IPI00652841	12.9287071	113	8	9.27587890625
IPI00652842	IPI00652842	18.54470338	164	7	8.95361328125
IPI00652843	IPI00652843	68.24503253	600	33	5.79541015625
IPI00652844	IPI00652844	12.31036003	113	5	8.29443359375
IPI00652845	IPI00652845	28.05910762	260	14	7.03466796875
IPI00652847	IPI00652847	36.5386252	318	24	7.48876953125
IPI00652848	IPI00652848	28.34127947	258	16	6.40478515625
IPI00652849	IPI00652849	12.46618956	112	6	9.04150390625
IPI00652851	IPI00652851	5.10351214	46	2	5.41455078125
IPI00652853	IPI00652853	11.04142345	105	6	6.81494140625
IPI00652854	IPI00652854	11.85102828	107	7	8.83642578125
IPI00652855	IPI00652855	20.93685422	188	11	9.83251953125
IPI00652856	IPI00652856	27.69427019	258	15	9.84716796875
IPI00652857	IPI00652857	87.97195885	795	43	9.61279296875
IPI00652858	IPI00652858	18.18172912	158	10	4.33544921875
IPI00652859	IPI00652859	36.46773154	325	16	6.22705078125
IPI00652860	IPI00652860	11.95622508	110	6	6.08740234375
IPI00652861	IPI00652861	9.9840236	95	5	7.91357421875
IPI00652862	IPI00652862	8.92083966	76	5	10.35986328125
IPI00652863	IPI00652863	11.86191508	102	6	10.28662109375
IPI00652864	IPI00652864	80.39102628	692	39	4.94482421875
IPI00652865	IPI00652865	54.96622856	501	26	7.28369140625
IPI00652866	IPI00652866	11.44700608	104	3	7.91357421875
IPI00652867	IPI00652867	108.88879119	1002	56	9.71533203125
IPI00652868	IPI00652868	16.71107444	154	8	7.63525390625
IPI00652869	IPI00652869	9.07246639	78	5	7.06396484375
IPI00652870	IPI00652870	7.65604861	68	4	12.01513671875
IPI00652871	IPI00652871	91.74031035	814	40	7.76708984375
IPI00652872	IPI00652872	4.78266101	39	3	11.41455078125
IPI00652873	IPI00652873	9.67184403	92	6	4.79248046875
IPI00652874	IPI00652874	26.56911625	254	4	7.98681640625
IPI00652875	IPI00652875	16.78165683	150	8	8.35302734375
IPI00652876	IPI00652876	9.65269345	85	6	4.75439453125
IPI00652878	IPI00652878	17.01016228	161	5	12.42529296875
IPI00652879	IPI00652879	31.2778101	273	15	10.28662109375
IPI00652880	IPI00652880	12.82134478	118	5	7.28369140625
IPI00652881	IPI00652881	17.95705306	163	9	8.30908203125
IPI00652882	IPI00652882	86.11527173	782	44	5.82080078125
IPI00652883	IPI00652883	77.29745649	686	36	4.88134765625
IPI00652885	IPI00652885	20.60098641	194	11	12.49853515625
IPI00652886	IPI00652886	19.31842285	176	6	8.47021484375
IPI00652887	IPI00652887	163.75476182	1497	78	5.71923828125
IPI00652888	IPI00652888	21.13586303	192	9	6.35400390625
IPI00652889	IPI00652889	13.68847322	119	5	4.53857421875
IPI00652890	IPI00652890	12.35004798	112	5	7.62060546875
IPI00652891	IPI00652891	63.30744512	566	25	5.77001953125
IPI00652892	IPI00652892	29.28973166	252	9	7.41552734375
IPI00652893	IPI00652893	68.79317823	645	36	4.32275390625
IPI00652894	IPI00652894	46.92335076	404	27	9.80322265625
IPI00652895	IPI00652895	35.94535016	324	17	6.56591796875
IPI00652896	IPI00652896	20.3463068	171	11	9.39306640625
IPI00652897	IPI00652897	11.13459312	101	6	6.07470703125
IPI00652898	IPI00652898	6.11432837	57	2	8.67529296875
IPI00652899	IPI00652899	20.65163271	198	12	4.56396484375
IPI00652900	IPI00652900	109.16316316	979	52	5.85888671875
IPI00652901	IPI00652901	19.11633204	170	9	6.81494140625
IPI00652902	IPI00652902	40.44502825	355	19	5.04638671875
IPI00652904	IPI00652904	8.36525897	76	5	5.46533203125
IPI00652907	IPI00652907	13.81601096	116	7	9.10009765625
IPI00652908	IPI00652908	18.87305785	166	9	6.52197265625
IPI00652909	IPI00652909	14.72533286	133	6	8.17724609375
IPI00652910	IPI00652910	7.75987673	73	4	5.23681640625
